,Part_length,Carriageway width in m.,Year of construction /upgradation,Study Stretch Chainage,Avg Rain fall,Age of Pavement during Evalution Years ,MDD,OMC,LL,PL,PI,CBR,SCI,SN,MSN,CVPD,Actual PCI,evalution_year,evalution_month,evalution_quarter
548,0.531390368938446,3.780910015106201,2019.67138671875,0.11169770359992981,760.0770263671875,3.6410717964172363,1.877371072769165,10.528365135192871,20.677610397338867,13.924646377563477,7.981778621673584,5.632899761199951,0.23297177255153656,2.9034669399261475,6.285410404205322,85.21788787841797,75.67025756835938,2023.9049072265625,4.974323272705078,1.7189059257507324
549,0.5674484372138977,3.6917734146118164,2019.8924560546875,0.20805074274539948,899.89013671875,1.652297854423523,1.8687918186187744,9.494917869567871,38.72260665893555,15.774353981018066,23.495853424072266,5.156919479370117,0.13532820343971252,2.9898970127105713,6.3798041343688965,49.87059783935547,65.58653259277344,2022.01220703125,2.410578727722168,1.002827525138855
550,0.6079942584037781,3.7406601905822754,2019.3271484375,0.39050328731536865,707.2166748046875,4.000194549560547,1.83784019947052,10.195587158203125,34.70620346069336,23.267282485961914,11.859821319580078,5.246745586395264,0.14966537058353424,2.775735855102539,6.165067672729492,66.09608459472656,72.23135375976562,2023.0792236328125,9.696198463439941,3.549809455871582
551,0.4303780794143677,3.7197153568267822,2019.6136474609375,0.2206769734621048,801.8565063476562,4.409672260284424,1.8163598775863647,10.72795295715332,17.552040100097656,9.665276527404785,7.2566938400268555,5.734542369842529,0.12221609801054001,2.856450080871582,6.269096851348877,92.86797332763672,72.1015625,2023.9080810546875,8.635815620422363,3.369556427001953
552,0.5407180190086365,3.6867620944976807,2019.8822021484375,0.27421581745147705,812.8221435546875,3.946526527404785,1.8158016204833984,10.361723899841309,28.430997848510742,12.051536560058594,14.178050994873047,5.426980018615723,0.12098140269517899,2.4235692024230957,5.8341498374938965,87.17781829833984,71.84735107421875,2024.0968017578125,5.390685081481934,1.7616147994995117
553,0.45531371235847473,3.7271506786346436,2019.236328125,0.07329225540161133,908.055908203125,4.825825214385986,1.9392746686935425,9.396757125854492,34.05315017700195,14.74351692199707,17.641803741455078,5.43841552734375,0.20738138258457184,3.0898265838623047,6.5064802169799805,103.49166870117188,63.23460006713867,2023.9217529296875,4.890573501586914,1.6997562646865845
554,0.7611128687858582,3.7599213123321533,2020.087646484375,0.22831688821315765,669.923828125,3.3513991832733154,1.9361308813095093,10.505866050720215,21.480491638183594,17.203134536743164,5.666386127471924,5.523829460144043,0.14270718395709991,2.9409213066101074,6.387897968292236,63.683738708496094,76.05984497070312,2023.1458740234375,10.880207061767578,3.875154972076416
555,0.6378858089447021,3.7609474658966064,2019.68798828125,0.35851001739501953,723.2579345703125,3.773082733154297,1.9093525409698486,10.416274070739746,23.892303466796875,16.297557830810547,7.416876316070557,5.558213233947754,0.1103295162320137,3.1540896892547607,6.589120388031006,82.7851333618164,69.5246810913086,2023.7947998046875,4.866449356079102,1.595916509628296
556,0.5210853219032288,3.7303080558776855,2018.8917236328125,0.06271721422672272,694.2430419921875,4.084057807922363,1.7738497257232666,10.2340669631958,41.71168518066406,29.057994842529297,13.085098266601562,5.080097198486328,0.10401247441768646,3.125272274017334,6.443575382232666,69.47686767578125,65.71455383300781,2022.8270263671875,8.067225456237793,2.6700868606567383
557,0.34430262446403503,3.7780728340148926,2018.5286865234375,0.117547407746315,891.1138305664062,5.978790760040283,1.9748576879501343,9.374011993408203,27.951576232910156,14.651272773742676,11.590457916259766,5.675804615020752,0.1326700896024704,3.274890422821045,6.763143062591553,108.26343536376953,69.77488708496094,2024.156005859375,6.45832633972168,2.2815072536468506
558,0.7900695204734802,3.7743828296661377,2019.9862060546875,0.4302341938018799,654.1854248046875,3.7388577461242676,1.978682041168213,10.425210952758789,21.125192642211914,18.142343521118164,4.132832050323486,5.576058864593506,0.09387537837028503,3.244337558746338,6.690173149108887,69.01856994628906,68.58154296875,2023.31640625,11.136869430541992,4.190746784210205
559,0.5164020657539368,3.7332093715667725,2018.9639892578125,0.1550554782152176,776.4150390625,3.6165127754211426,1.8568289279937744,9.791729927062988,39.0644645690918,25.26564598083496,14.889283180236816,5.1827898025512695,0.17995451390743256,2.9605894088745117,6.334098815917969,63.183685302734375,68.3576431274414,2022.689453125,4.851510047912598,1.6061737537384033
560,0.43827328085899353,3.787662982940674,2018.5621337890625,0.3809033930301666,850.9365844726562,5.753390312194824,2.0094943046569824,9.425948143005371,30.08283233642578,17.81160545349121,10.424223899841309,5.617308139801025,0.17357029020786285,3.261874198913574,6.739663600921631,95.63314056396484,74.48091125488281,2023.92431640625,6.978564739227295,2.6918721199035645
561,0.5865128636360168,3.7069451808929443,2019.6436767578125,0.21400928497314453,828.9888305664062,3.5656685829162598,1.908388614654541,9.801095962524414,31.554672241210938,16.72369384765625,15.749984741210938,5.361469268798828,0.1635749489068985,3.0041391849517822,6.408426284790039,75.63428497314453,67.21281433105469,2023.3865966796875,3.6945555210113525,1.2817703485488892
562,0.7122350931167603,3.7391629219055176,2019.7415771484375,0.3375124931335449,671.54296875,3.487539291381836,1.8965582847595215,10.296577453613281,30.171186447143555,21.12094497680664,8.29324722290039,5.396747589111328,0.10080050677061081,2.9411730766296387,6.3251166343688965,56.936641693115234,71.36305236816406,2022.5986328125,12.375951766967773,4.513943195343018
563,0.44317352771759033,3.7463371753692627,2018.70849609375,0.16772590577602386,806.6748657226562,5.328535079956055,1.912574291229248,9.71024227142334,33.48846435546875,21.285213470458984,11.6971435546875,5.416955947875977,0.176812082529068,2.9691708087921143,6.377762317657471,90.0317611694336,71.3515853881836,2023.8524169921875,7.577857494354248,2.86167573928833
564,0.6494999527931213,3.74685001373291,2019.3349609375,0.5809083580970764,647.0125732421875,3.8684048652648926,1.8106275796890259,10.318150520324707,38.47794723510742,28.572174072265625,11.42782974243164,5.096304893493652,0.08375793695449829,3.1507928371429443,6.474331855773926,66.91693878173828,70.13786315917969,2022.9071044921875,9.006258964538574,3.4005110263824463
565,0.3804744482040405,3.7829253673553467,2018.2530517578125,0.3465332090854645,867.842041015625,4.207228660583496,2.0241363048553467,9.130887031555176,31.81141471862793,19.003067016601562,10.654367446899414,5.625317096710205,0.209123432636261,3.153315305709839,6.634920597076416,51.663780212402344,75.15711212158203,2022.0546875,12.43507194519043,4.2686662673950195
566,0.5159935355186462,3.770714282989502,2019.3636474609375,0.3316402733325958,854.7623291015625,3.959228515625,1.9214837551116943,9.634370803833008,31.930438995361328,16.261140823364258,15.40311050415039,5.3976569175720215,0.1740647703409195,2.9909255504608154,6.408905029296875,75.31245422363281,69.40743255615234,2023.0341796875,8.458763122558594,3.172159433364868
567,0.6885095238685608,3.7468807697296143,2019.704345703125,0.43219083547592163,656.084716796875,3.4824678897857666,1.8641471862792969,10.53684139251709,29.03223419189453,22.230361938476562,7.61816930770874,5.38495397567749,0.07332504540681839,3.0660266876220703,6.433335304260254,68.24235534667969,68.17245483398438,2023.1585693359375,8.121251106262207,3.108499765396118
568,0.505932092666626,3.7189338207244873,2018.8555908203125,0.2937491834163666,745.966796875,3.563878297805786,1.8489705324172974,9.835579872131348,38.16809844970703,25.558618545532227,12.890924453735352,5.217115879058838,0.28755250573158264,2.826425552368164,6.191934108734131,51.712005615234375,77.55133056640625,2022.281005859375,9.334159851074219,3.1040220260620117
569,0.653412401676178,3.7913949489593506,2019.489501953125,0.6984511017799377,702.78955078125,2.8714747428894043,1.9619582891464233,10.099089622497559,27.476436614990234,19.885210037231445,7.598258972167969,5.487235069274902,0.10343647003173828,3.475048065185547,6.951079368591309,62.34001922607422,74.63630676269531,2022.391357421875,6.643592357635498,2.212686061859131
570,0.6458350419998169,3.7923362255096436,2019.799072265625,0.1089000552892685,782.19482421875,2.612961769104004,1.9414877891540527,9.915245056152344,29.26861000061035,15.212620735168457,12.127016067504883,5.487547397613525,0.2035333663225174,3.6398489475250244,7.062304973602295,53.232398986816406,67.85087585449219,2022.344970703125,9.251943588256836,3.1882009506225586
571,0.5731516480445862,3.757114887237549,2019.5177001953125,0.1679968684911728,765.1243286132812,4.2398552894592285,1.8972156047821045,10.17755126953125,27.930360794067383,17.65316390991211,10.785945892333984,5.473490238189697,0.20103390514850616,3.1202499866485596,6.53817892074585,84.94148254394531,71.9981689453125,2024.048828125,4.477302551269531,1.6211919784545898
572,0.7048161625862122,3.720310688018799,2019.8978271484375,0.2852463126182556,699.9674072265625,3.8400330543518066,1.913461685180664,10.473832130432129,24.481231689453125,17.080406188964844,7.790000915527344,5.500630855560303,0.12899670004844666,2.8825883865356445,6.313864707946777,69.64791107177734,71.76428985595703,2023.6087646484375,9.386017799377441,3.5615925788879395
573,0.621139645576477,3.7098841667175293,2019.8609619140625,0.22963526844978333,810.0797729492188,3.5426576137542725,1.8744820356369019,9.923818588256836,32.78907012939453,17.357677459716797,16.725507736206055,5.242700576782227,0.1026604101061821,3.095749855041504,6.5061516761779785,78.03130340576172,63.174285888671875,2023.327880859375,6.172037601470947,2.2855477333068848
574,0.5194393992424011,3.749711036682129,2018.931640625,0.39016059041023254,802.2134399414062,4.314828872680664,2.0023133754730225,9.734623908996582,26.576675415039062,17.375873565673828,8.593867301940918,5.630719184875488,0.17778122425079346,3.3130571842193604,6.782444000244141,74.57476806640625,76.7909927368164,2023.1025390625,6.561293601989746,2.4547317028045654
575,0.5952807664871216,3.7131564617156982,2019.0567626953125,0.3828437924385071,696.4351806640625,3.1420648097991943,1.7813572883605957,10.105016708374023,44.28059005737305,29.714445114135742,15.669940948486328,4.980823993682861,0.14110523462295532,2.929845094680786,6.246728897094727,52.28626251220703,71.75060272216797,2021.965087890625,9.199908256530762,3.1167097091674805
576,0.713731050491333,3.7523932456970215,2020.0093994140625,0.3664882779121399,688.13818359375,3.4794304370880127,1.9178379774093628,10.669265747070312,19.885873794555664,15.940367698669434,5.653127193450928,5.605132579803467,0.0914098247885704,3.057981252670288,6.493383884429932,70.70182800292969,66.588134765625,2023.438232421875,9.53062629699707,3.4251136779785156
577,0.4764343500137329,3.8122451305389404,2019.054931640625,0.3927902579307556,870.1845092773438,3.269510507583618,1.9307897090911865,9.348836898803711,35.66996383666992,18.246904373168945,16.92669677734375,5.3848724365234375,0.21846729516983032,2.8713271617889404,6.324913501739502,56.26230239868164,70.23883056640625,2022.1497802734375,9.76375675201416,3.274686098098755
578,0.5616880655288696,3.7224206924438477,2019.59716796875,0.2527519166469574,811.943359375,3.2499866485595703,1.8673264980316162,9.832554817199707,34.716094970703125,18.387910842895508,16.438947677612305,5.284297466278076,0.10510201007127762,2.9741950035095215,6.349617958068848,60.312965393066406,65.54591369628906,2022.4716796875,9.902137756347656,3.4235708713531494
579,0.5932660102844238,3.7668299674987793,2019.2059326171875,0.4616974890232086,754.478271484375,4.260003089904785,1.9616289138793945,9.927189826965332,28.142255783081055,19.207672119140625,8.591949462890625,5.493282794952393,0.13546429574489594,3.223090648651123,6.698467254638672,77.14926147460938,73.1050033569336,2023.3140869140625,7.646822929382324,2.889411211013794
580,0.8103046417236328,3.798604726791382,2019.9725341796875,0.35414719581604004,653.480712890625,3.7816638946533203,1.9987777471542358,10.464288711547852,19.51673698425293,17.600927352905273,3.743708610534668,5.5784478187561035,0.10554081946611404,3.465437412261963,6.949639320373535,71.48975372314453,69.52835845947266,2023.594970703125,9.606263160705566,3.6289479732513428
581,0.5189144611358643,3.6899099349975586,2019.0291748046875,0.18825982511043549,776.3262329101562,4.158642292022705,1.8669812679290771,9.845941543579102,35.886497497558594,22.99444007873535,13.56300163269043,5.265254020690918,0.13182340562343597,2.884140729904175,6.270730495452881,66.62935638427734,70.07331848144531,2023.01953125,7.759954929351807,2.7129085063934326
582,0.5789783000946045,3.72711181640625,2019.1871337890625,0.41779080033302307,710.2244873046875,4.1296162605285645,1.8070069551467896,10.208963394165039,38.953372955322266,26.76686668395996,13.494559288024902,5.099722385406494,0.09447657316923141,3.169963836669922,6.50290060043335,74.6761245727539,69.2291488647461,2023.397705078125,6.0894551277160645,2.170584201812744
583,0.6508145928382874,3.7239019870758057,2019.968505859375,0.17148739099502563,768.7412109375,2.7567033767700195,1.8860632181167603,10.265395164489746,27.135929107666016,15.673162460327148,12.23441219329834,5.433548927307129,0.17906779050827026,3.088984727859497,6.4740824699401855,69.55780029296875,69.94149017333984,2023.0738525390625,5.354075908660889,1.9586207866668701
584,0.5237768888473511,3.7202577590942383,2019.155517578125,0.24395006895065308,749.2455444335938,4.692068576812744,1.8226847648620605,10.146910667419434,35.12863540649414,22.46234703063965,12.476049423217773,5.235692501068115,0.09760584682226181,3.2035157680511475,6.572006702423096,82.8011245727539,69.18898010253906,2023.826904296875,5.503017425537109,1.9405121803283691
585,0.6442155241966248,3.7647194862365723,2019.822021484375,0.4280829131603241,716.6895751953125,3.850548267364502,1.8931573629379272,10.500826835632324,23.946792602539062,16.617385864257812,7.7648024559021,5.532114028930664,0.10984506458044052,2.9831416606903076,6.405477523803711,74.29742431640625,67.92936706542969,2023.387451171875,9.960378646850586,3.835045576095581
586,0.48902520537376404,3.815995931625366,2018.9156494140625,0.271450012922287,798.5196533203125,4.986451148986816,1.9439611434936523,9.891057968139648,27.13775062561035,18.578815460205078,9.482510566711426,5.557157516479492,0.15174950659275055,3.408414125442505,6.828323841094971,80.90001678466797,73.22965240478516,2023.452880859375,9.912487983703613,3.7345449924468994
587,0.4958028197288513,3.7255191802978516,2018.957763671875,0.26152780652046204,827.4623413085938,3.8337790966033936,1.9842851161956787,9.547131538391113,28.364185333251953,17.03488540649414,10.565347671508789,5.583434104919434,0.23541001975536346,3.0379133224487305,6.470180511474609,62.59342575073242,73.88005828857422,2022.6905517578125,6.390766620635986,2.349846124649048
588,0.5372033715248108,3.7681632041931152,2018.8876953125,0.29754218459129333,689.2706909179688,4.291171073913574,1.7484008073806763,10.182454109191895,45.85018539428711,31.976179122924805,15.258971214294434,4.916736602783203,0.2590768337249756,2.851590633392334,6.168697834014893,79.0377197265625,71.69850158691406,2023.7034912109375,4.644668102264404,1.6193114519119263
589,0.45360150933265686,3.7570676803588867,2019.5970458984375,0.23645034432411194,804.627685546875,2.8613600730895996,1.8219801187515259,10.550238609313965,21.224929809570312,11.433450698852539,9.427589416503906,5.6563801765441895,0.12489288300275803,2.7123196125030518,6.102732181549072,78.30142974853516,75.99337005615234,2023.2225341796875,3.670260190963745,1.1296969652175903
590,0.5694736242294312,3.6980948448181152,2019.52392578125,0.14794115722179413,777.48779296875,3.51094651222229,1.8261103630065918,10.024349212646484,37.23817825317383,21.304697036743164,16.292028427124023,5.1691484451293945,0.13737048208713531,3.0514590740203857,6.411384582519531,65.85652160644531,64.99469757080078,2022.7279052734375,8.931777954101562,3.0588629245758057
591,0.5751322507858276,3.7301506996154785,2019.2802734375,0.29830989241600037,766.0516967773438,4.392541408538818,1.8423138856887817,9.963714599609375,38.348663330078125,24.003005981445312,15.450139999389648,5.139347553253174,0.15979760885238647,2.908742904663086,6.273662090301514,83.80632781982422,68.39935302734375,2023.698974609375,4.8646955490112305,1.6235953569412231
592,0.3996773362159729,3.7498035430908203,2018.6630859375,0.20564952492713928,872.5872802734375,4.346828460693359,1.9724568128585815,9.491775512695312,28.86455726623535,16.38092613220215,12.008169174194336,5.590404510498047,0.21901549398899078,2.8932056427001953,6.336686611175537,73.79590606689453,73.31562042236328,2022.9393310546875,5.70906925201416,2.07279634475708
593,0.5962771773338318,3.714789390563965,2019.3741455078125,0.20454001426696777,711.8817749023438,3.724003791809082,1.7824759483337402,10.24100399017334,40.62063217163086,26.863561630249023,15.27828598022461,5.032283306121826,0.19995689392089844,3.2949793338775635,6.638324737548828,72.84130096435547,71.1336898803711,2023.377685546875,3.985705614089966,1.5153822898864746
594,0.5156058073043823,3.7541518211364746,2019.763916015625,0.3474371135234833,764.17431640625,3.5159833431243896,1.8263194561004639,10.776100158691406,18.905702590942383,11.644732475280762,6.74428129196167,5.691087245941162,0.1056218296289444,2.917531728744507,6.31716251373291,93.96202087402344,71.38134002685547,2023.9295654296875,3.3859431743621826,1.1191632747650146
595,0.6406410932540894,3.7041831016540527,2019.94189453125,0.2768426835536957,757.6356201171875,2.6247360706329346,1.868093729019165,10.406599998474121,26.087970733642578,15.135631561279297,11.509902000427246,5.4464874267578125,0.11387232691049576,2.951246500015259,6.357799053192139,63.57185745239258,69.49848175048828,2022.8519287109375,7.105212211608887,2.415280818939209
596,0.5951507091522217,3.742692470550537,2019.7640380859375,0.20611672103405,818.0494995117188,3.989175796508789,1.876924753189087,9.875404357910156,34.751121520996094,17.408512115478516,17.04869842529297,5.2603278160095215,0.1582053303718567,3.158191204071045,6.545291900634766,79.68419647216797,64.35446166992188,2023.5675048828125,7.269338607788086,2.6968438625335693
597,0.5389432907104492,3.7600371837615967,2018.99658203125,0.38803306221961975,817.25146484375,4.9293437004089355,1.9789454936981201,9.539559364318848,32.52403259277344,19.25615119934082,12.089488983154297,5.468136310577393,0.180642232298851,3.0228333473205566,6.47740364074707,86.69701385498047,74.17394256591797,2023.721435546875,5.928386688232422,2.2789125442504883
598,0.7255852818489075,3.7437760829925537,2020.341552734375,0.06502507627010345,788.7998046875,1.7650316953659058,1.9221221208572388,10.021873474121094,28.75739097595215,14.603324890136719,14.995855331420898,5.371099472045898,0.2560458779335022,3.4674458503723145,6.844130516052246,53.795631408691406,67.91143035888672,2022.2635498046875,5.791274547576904,2.4029123783111572
599,0.5724376440048218,3.7523319721221924,2019.266357421875,0.25372880697250366,796.4804077148438,4.540921688079834,1.9759663343429565,9.76291275024414,28.322248458862305,17.769168853759766,10.616680145263672,5.521459102630615,0.17185527086257935,3.17814040184021,6.607586860656738,83.39200592041016,72.81855773925781,2023.704345703125,4.949378967285156,1.8807399272918701
600,0.4240152835845947,3.730225086212158,2018.7208251953125,0.36012688279151917,852.8305053710938,3.3986806869506836,1.9774104356765747,9.583478927612305,26.167116165161133,15.323601722717285,10.503329277038574,5.6515960693359375,0.19233253598213196,3.0027568340301514,6.443968296051025,54.542911529541016,76.85851287841797,2022.3067626953125,5.037663459777832,1.9422931671142578
601,0.6087061166763306,3.72171950340271,2019.297607421875,0.49448350071907043,710.5116577148438,4.566988945007324,1.8178032636642456,10.122015953063965,39.11302947998047,26.15569496154785,14.360620498657227,5.087621212005615,0.12160568684339523,2.8041598796844482,6.15431022644043,81.67969512939453,71.81053161621094,2023.795654296875,6.068341255187988,2.3533785343170166
602,0.7107295393943787,3.75282883644104,2019.988037109375,0.2293756902217865,722.7598266601562,1.9981566667556763,1.9197763204574585,10.358084678649902,25.00033187866211,16.94281005859375,9.19171142578125,5.497873783111572,0.1380632072687149,3.071199417114258,6.470369815826416,63.895511627197266,75.79439544677734,2022.756591796875,3.4016518592834473,1.2453874349594116
603,0.5300979614257812,3.7753798961639404,2018.9814453125,0.35153928399086,817.0816650390625,5.050521373748779,2.0122461318969727,9.651126861572266,27.035930633544922,17.190645217895508,9.82281494140625,5.591271877288818,0.13991834223270416,3.384622812271118,6.852100849151611,94.11724090576172,72.74273681640625,2023.9903564453125,4.086217880249023,1.544909119606018
604,0.503974199295044,3.7451560497283936,2019.2620849609375,0.07893311977386475,822.2890014648438,4.6732401847839355,1.8854188919067383,9.794978141784668,33.13341522216797,18.904233932495117,14.37492847442627,5.336198806762695,0.14860400557518005,3.2742347717285156,6.66111946105957,75.72708892822266,64.70094299316406,2023.1015625,11.336423873901367,4.2387518882751465
605,0.5433568954467773,3.777867317199707,2019.24853515625,0.4776303470134735,793.81689453125,3.449592113494873,1.9263988733291626,9.825472831726074,30.430809020996094,18.763883590698242,11.71872329711914,5.449302673339844,0.09720166772603989,3.3208401203155518,6.722891807556152,74.85472869873047,72.55721282958984,2022.8466796875,2.640836715698242,0.8836143612861633
606,0.40727099776268005,3.726898670196533,2019.8177490234375,0.3148890435695648,778.9071044921875,3.7562942504882812,1.7569773197174072,11.24050521850586,11.300826072692871,7.006629467010498,4.202574253082275,5.841277599334717,0.13069255650043488,2.8565893173217773,6.276069641113281,89.87855529785156,72.78182220458984,2023.6636962890625,9.883854866027832,3.774962902069092
607,0.557253897190094,3.729940176010132,2019.937744140625,0.07268071174621582,882.3941650390625,4.0880866050720215,1.8688074350357056,9.647704124450684,36.298240661621094,14.291821479797363,21.168468475341797,5.24670934677124,0.24333849549293518,2.921062707901001,6.29944372177124,93.23475646972656,61.28974533081055,2023.8865966796875,5.906703472137451,2.2063684463500977
608,0.49557632207870483,3.7361903190612793,2019.3941650390625,0.21078690886497498,856.27978515625,3.8902058601379395,1.8977326154708862,9.736364364624023,29.61660385131836,15.724410057067871,15.341538429260254,5.439727306365967,0.10868752747774124,3.124668598175049,6.509710311889648,84.4786605834961,68.12247467041016,2023.388671875,2.983570098876953,0.8753966689109802
609,0.629095196723938,3.742415428161621,2019.6806640625,0.09519174695014954,750.5180053710938,3.4123544692993164,1.9044129848480225,10.10622787475586,29.189807891845703,17.95583724975586,11.060193061828613,5.392989635467529,0.15949267148971558,3.4171195030212402,6.817205905914307,58.25566864013672,68.19426727294922,2022.3583984375,12.280921936035156,4.196371555328369
610,0.6812568306922913,3.6633260250091553,2019.8831787109375,0.0843910276889801,740.64404296875,3.042015314102173,1.9387985467910767,10.140890121459961,24.42188262939453,16.39118003845215,9.867389678955078,5.460718154907227,0.24859778583049774,2.9845566749572754,6.393996715545654,53.92524337768555,69.09838104248047,2022.751708984375,10.876866340637207,3.857541561126709
611,0.6240805983543396,3.7173638343811035,2019.39453125,0.5267557501792908,714.0485229492188,4.269608974456787,1.829605221748352,10.059407234191895,39.836769104003906,26.01885414123535,15.455766677856445,5.074841022491455,0.1508154571056366,2.7894952297210693,6.169073104858398,74.78321075439453,72.1519546508789,2023.4197998046875,8.056174278259277,3.135101556777954
612,0.42613881826400757,3.749152898788452,2019.7686767578125,0.35440847277641296,779.5584716796875,3.0275161266326904,1.7753585577011108,11.05991268157959,13.716361999511719,8.16434097290039,5.8869428634643555,5.782845973968506,0.15850012004375458,2.8177947998046875,6.215379238128662,93.98824310302734,74.40606689453125,2023.740966796875,5.079867362976074,1.8017871379852295
613,0.565251886844635,3.6771302223205566,2020.0709228515625,0.2680753171443939,777.5762329101562,3.3561031818389893,1.7770063877105713,10.9313383102417,20.990455627441406,10.999992370605469,11.028253555297852,5.528443336486816,0.09275847673416138,2.636373996734619,6.039318084716797,79.29906463623047,66.1328353881836,2023.47412109375,10.002237319946289,3.3524606227874756
614,0.5523982048034668,3.748297691345215,2019.6383056640625,0.29994937777519226,762.4658813476562,4.366802215576172,1.881616473197937,10.494192123413086,21.044618606567383,13.3145751953125,7.421737194061279,5.6416096687316895,0.15771925449371338,2.876826047897339,6.306278228759766,85.18647003173828,72.84224700927734,2023.9130859375,9.161506652832031,3.603820562362671
615,0.5182855725288391,3.7437617778778076,2019.0224609375,0.20617340505123138,737.1980590820312,4.6171674728393555,1.817125678062439,10.1530179977417,36.62507247924805,24.54380226135254,12.812606811523438,5.198299407958984,0.11806999146938324,3.45804500579834,6.7959818840026855,74.54222869873047,70.30438232421875,2023.2449951171875,9.145034790039062,3.3118083477020264
616,0.7478965520858765,3.778925895690918,2019.87646484375,0.3370903432369232,683.2633666992188,3.528797149658203,1.9643349647521973,10.306954383850098,22.662466049194336,18.158859252929688,5.751999855041504,5.53497838973999,0.12350684404373169,3.3316714763641357,6.780910968780518,65.06622314453125,70.97798919677734,2022.9547119140625,11.022565841674805,3.9746406078338623
617,0.5630916953086853,3.758188247680664,2018.9476318359375,0.4127175211906433,713.5733642578125,4.7561211585998535,1.8025792837142944,10.024733543395996,41.958641052246094,28.993654251098633,14.709628105163574,5.0310773849487305,0.14189206063747406,2.693924903869629,6.029687404632568,85.5539779663086,71.21675109863281,2023.939208984375,5.005855560302734,1.76259183883667
618,0.6199422478675842,3.712808132171631,2019.3470458984375,0.28983286023139954,695.2442016601562,3.3081600666046143,1.7981855869293213,10.294151306152344,39.280601501464844,26.928688049316406,13.676356315612793,5.069490909576416,0.08436479419469833,3.0923914909362793,6.419200897216797,61.710731506347656,67.12505340576172,2022.58447265625,7.338281154632568,2.509082555770874
619,0.635864794254303,3.7641239166259766,2019.6981201171875,0.41391173005104065,698.4691772460938,3.460017681121826,1.8518530130386353,10.471485137939453,27.897502899169922,19.795307159423828,8.405487060546875,5.4251837730407715,0.08357111364603043,3.0575408935546875,6.422367095947266,77.00487518310547,69.64884185791016,2023.5006103515625,4.68751335144043,1.6869642734527588
620,0.6007102727890015,3.707418918609619,2019.5374755859375,0.1696367710828781,750.2637939453125,4.13362455368042,1.927526593208313,10.191024780273438,23.938770294189453,16.91152572631836,8.44032096862793,5.5500712394714355,0.20855830609798431,3.01399564743042,6.408029556274414,69.23812103271484,73.55552673339844,2023.388427734375,9.604310989379883,3.5889930725097656
621,0.5997641682624817,3.713409423828125,2019.3836669921875,0.3755679428577423,792.9276123046875,2.3644702434539795,1.9773963689804077,9.771605491638184,28.53986930847168,16.998455047607422,11.426997184753418,5.527651786804199,0.16053122282028198,3.202719211578369,6.637117862701416,50.5621223449707,74.09465026855469,2022.1795654296875,4.584944725036621,1.8550310134887695
622,0.617339551448822,3.7343387603759766,2019.3419189453125,0.3876775801181793,701.9395751953125,3.835582733154297,1.7982370853424072,10.241958618164062,39.07060623168945,26.822980880737305,13.892212867736816,5.072556018829346,0.11259973794221878,2.999976634979248,6.331710338592529,71.75102233886719,71.30229187011719,2023.3096923828125,4.993541717529297,1.7601593732833862
623,0.6737608313560486,3.815342664718628,2019.756591796875,0.06535138189792633,720.6451416015625,3.290339231491089,1.932507038116455,10.241881370544434,25.185626983642578,17.098581314086914,8.483660697937012,5.503412246704102,0.1935846358537674,3.747971534729004,7.18580436706543,69.25397491455078,75.94683074951172,2023.2335205078125,6.579599857330322,2.191669464111328
624,0.6138290762901306,3.7356576919555664,2019.6204833984375,0.3447548449039459,723.5169067382812,3.4075851440429688,1.8602449893951416,10.323565483093262,29.378097534179688,18.650033950805664,9.831847190856934,5.4093451499938965,0.12368568778038025,2.8729195594787598,6.267600059509277,67.04105377197266,73.1806640625,2023.0894775390625,7.644106388092041,2.687072992324829
625,0.6754225492477417,3.810701370239258,2019.5927734375,0.46025747060775757,753.4519653320312,3.637389898300171,1.9833978414535522,9.978981971740723,26.778331756591797,17.089609146118164,9.55748462677002,5.503282070159912,0.1530858874320984,3.286789894104004,6.77590799331665,69.26233673095703,69.57974243164062,2023.06298828125,8.860396385192871,3.3579258918762207
626,0.5259002447128296,3.6836371421813965,2019.6182861328125,-0.12343260645866394,834.3328857421875,4.114962577819824,1.8393900394439697,9.856758117675781,36.22707748413086,17.237102508544922,18.066606521606445,5.234825134277344,0.19094184041023254,3.1437950134277344,6.508742809295654,85.8141098022461,58.55038833618164,2023.3988037109375,7.21392297744751,2.5642623901367188
627,0.5725247263908386,3.709057569503784,2020.0152587890625,0.14204750955104828,878.3509521484375,3.354905605316162,1.8536348342895508,9.67733097076416,36.70950698852539,14.650162696838379,21.32159423828125,5.187680721282959,0.18074621260166168,3.0488476753234863,6.425136566162109,84.60124969482422,63.08006286621094,2023.3558349609375,4.357001781463623,1.5922738313674927
628,0.5112099647521973,3.7270705699920654,2019.311767578125,0.2082965075969696,846.694091796875,3.163689374923706,1.9388006925582886,9.641534805297852,30.488636016845703,15.65815544128418,13.721786499023438,5.478119373321533,0.17187878489494324,3.348101854324341,6.741990566253662,63.654571533203125,69.5792465209961,2022.56298828125,5.853604793548584,2.208655595779419
629,0.4796464741230011,3.7062277793884277,2018.8511962890625,0.10602614283561707,757.8511352539062,4.547094821929932,1.841390609741211,9.982898712158203,37.014034271240234,24.014463424682617,12.707258224487305,5.238150596618652,0.11768446117639542,3.328608989715576,6.694064617156982,73.95770263671875,67.64305114746094,2023.2786865234375,7.720202922821045,2.7453010082244873
